PlayerID,SportsDataID,Status,TeamID,Team,Jersey,PositionCategory,Position,MLBAMID,FirstName,LastName,BatHand,ThrowHand,Height,Weight,BirthDate,BirthCity,BirthState,BirthCountry,HighSchool,College,ProDebut,Salary,PhotoUrl,SportRadarPlayerID,RotoworldPlayerID,RotoWirePlayerID,FantasyAlarmPlayerID,StatsPlayerID,SportsDirectPlayerID,XmlTeamPlayerID,InjuryStatus,InjuryBodyPart,InjuryStartDate,InjuryNotes,FanDuelPlayerID,DraftKingsPlayerID,YahooPlayerID,UpcomingGameID,FanDuelName,DraftKingsName,YahooName,GlobalTeamID,FantasyDraftName,FantasyDraftPlayerID,Experience,UsaTodayPlayerID,UsaTodayHeadshotUrl,UsaTodayHeadshotNoBackgroundUrl,UsaTodayHeadshotUpdated,UsaTodayHeadshotNoBackgroundUpdated
10000296,,Minors,15,SF,39.0,P,RP,448159.0,Manny,Parra,L,L,75.0,215.0,1982-10-30T00:00:00,Carmichael,CA,USA,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000296.png,bbc430c3-1c84-4387-928f-aff8b97c215c,,7129.0,100816.0,202432.0,43195.0,3008.0,Scrambled,Scrambled,,Scrambled,5728.0,202432.0,8069.0,62967.0,,,,10000015,,,8,,,,,
10000388,,Minors,15,SF,74.0,P,RP,552668.0,Kraig,Sitton,L,L,77.0,190.0,1988-07-13T00:00:00,McMinnville,OR,USA,,Oregon State,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000388.png,ec7fc3b0-e64b-482e-a90d-aa6e16bf3cc2,,11720.0,101027.0,,,,Scrambled,Scrambled,,Scrambled,,,,62967.0,,,,10000015,,,,,,,,
10000547,,Active,15,SF,48.0,P,RP,501625.0,José,Álvarez,L,L,71.0,180.0,1989-05-06T00:00:00,Barcelona,,Venezuela,,None,2013-06-09T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000547.png,e5ed202a-fc37-4e5a-98b7-b607cb7d8a09,6085.0,11284.0,101006.0,393430.0,105057.0,7440.0,Scrambled,Scrambled,,Scrambled,38007.0,393430.0,9429.0,,José Álvarez,José Álvarez,José Álvarez,10000015,José Álvarez,393430.0,7,8270542.0,http://cdn.usatsimg.com/api/download/?imageID=15824626,http://cdn.usatsimg.com/api/download/?imageID=15824631,2021-03-31T12:48:27,2021-03-31T12:49:07
10000591,,Minors,15,SF,32.0,IF,3B,592710.0,Josh,Rutledge,R,R,73.0,190.0,1989-04-21T00:00:00,Birmingham,AL,USA,,Alabama,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000591.png,7ec090ea-b43a-4b64-8faa-2e527b88f197,,11540.0,100548.0,526481.0,109833.0,8394.0,Scrambled,Scrambled,,Scrambled,21578.0,526481.0,9237.0,62967.0,Josh Rutledge,Josh Rutledge,Josh Rutledge,10000015,Josh Rutledge,1262379.0,6,10365.0,http://cdn.usatsimg.com/api/download/?imageID=10698731,http://cdn.usatsimg.com/api/download/?imageID=10737340,,
10000639,,Minors,15,SF,7.0,IF,SS,276519.0,Jimmy,Rollins,S,R,67.0,180.0,1978-11-27T00:00:00,Oakland,CA,USA,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000639.png,2467981c-566e-4a2b-ba35-a1f68af9947b,2972.0,5776.0,100153.0,8531.0,41736.0,2151.0,Scrambled,Scrambled,,Scrambled,5401.0,8531.0,6419.0,62967.0,Jimmy Rollins,Jimmy Rollins,Jimmy Rollins,10000015,Jimmy Rollins,645553.0,17,,,,,
10000668,,Minors,15,SF,57.0,P,RP,457768.0,Bryan,Morris,L,R,75.0,230.0,1987-03-28T00:00:00,Tullahoma,TN,USA,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000668.png,9343c16b-f357-4363-a0bd-f0b2343cdc2b,,9297.0,100650.0,326495.0,105531.0,3646.0,Scrambled,Scrambled,,Scrambled,13131.0,326495.0,9221.0,62967.0,Bryan Morris,Bryan Morris,Bryan Morris,10000015,Bryan Morris,871817.0,6,,,,,
10000683,,Minors,15,SF,38.0,IF,1B,434604.0,Michael,Morse,R,R,77.0,245.0,1982-03-22T00:00:00,Fort Lauderdale,FL,USA,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000683.png,cd96e2b1-a72b-4c93-9cfe-fc62c367096b,4026.0,7973.0,101468.0,199622.0,42382.0,4905.0,Scrambled,Scrambled,,Scrambled,6068.0,199622.0,7562.0,62967.0,Michael Morse,Michael Morse,Michael Morse,10000015,Michael Morse,872717.0,13,7280.0,http://cdn.usatsimg.com/api/download/?imageID=9944406,http://cdn.usatsimg.com/api/download/?imageID=11120082,,
10000686,,Active,15,SF,7.0,IF,SS,456781.0,Donovan,Solano,R,R,70.0,205.0,1987-12-17T00:00:00,Barranquilla,,Colombia,,None,2012-05-21T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000686.png,febb6fc3-1538-4ca1-8323-5c47a23ddb2d,6264.0,11367.0,101112.0,291100.0,107193.0,9681.0,Scrambled,Scrambled,,Scrambled,13412.0,291100.0,9190.0,62967.0,Donovan Solano,Donovan Solano,Donovan Solano,10000015,Donovan Solano,291100.0,6,8270604.0,http://cdn.usatsimg.com/api/download/?imageID=15783489,http://cdn.usatsimg.com/api/download/?imageID=15783492,2021-03-23T20:18:00,2021-03-23T20:18:25
10000723,,Minors,15,SF,3.0,IF,2B,571697.0,Scooter,Gennett,L,R,70.0,185.0,1990-05-01T00:00:00,Cincinnati,OH,USA,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000723.png,d4da1a04-b306-4389-a7c1-052ef36c4d83,5935.0,11410.0,100926.0,501939.0,104561.0,7847.0,Scrambled,Scrambled,,Scrambled,13286.0,501939.0,9420.0,62967.0,Scooter Gennett,Scooter Gennett,Scooter Gennett,10000015,Scooter Gennett,501939.0,7,2481341.0,http://cdn.usatsimg.com/api/download/?imageID=13173304,http://cdn.usatsimg.com/api/download/?imageID=13173304,2019-08-08T12:39:51,2019-08-08T12:39:51
10000767,,Minors,15,SF,21.0,IF,C,500887.0,Josmil,Pinto,R,R,71.0,222.0,1989-03-31T00:00:00,Valencia,,Venezuela,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000767.png,f3262249-6586-49d8-aeaa-4bbdb6134e1e,7555.0,12765.0,101058.0,,104526.0,7367.0,Scrambled,Scrambled,,Scrambled,21739.0,456018.0,9505.0,62967.0,,Josmil Pinto,Josmil Pinto,10000015,,,3,,,,,
10000806,,Minors,15,SF,59.0,P,RP,448614.0,Carlos,Torres,R,R,73.0,180.0,1982-10-22T00:00:00,Santa Cruz,CA,USA,,Kansas State,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000806.png,52bc8d23-f1c1-4e44-ba53-84256a0320cc,5961.0,10927.0,100350.0,253566.0,43833.0,7246.0,Scrambled,Scrambled,,Scrambled,6192.0,253566.0,8533.0,62967.0,Carlos Torres,Carlos Torres,Carlos Torres,10000015,Carlos Torres,253566.0,10,2130717.0,http://api.imagn.com/api/download/?imageID=12382155,http://api.imagn.com/api/download/?imageID=12382155,2019-03-20T10:58:20,2019-03-20T10:58:20
10000813,,Active,15,SF,41.0,IF,2B,527038.0,Wilmer,Flores,R,R,75.0,205.0,1991-08-06T00:00:00,Valencia,,Venezuela,Inra (Venezuela),None,2013-08-06T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000813.png,45bca5ce-4514-4a91-9410-e201c7b0052d,5436.0,10152.0,100293.0,455617.0,104834.0,5870.0,Scrambled,Scrambled,,Scrambled,13638.0,455617.0,9483.0,62967.0,Wilmer Flores,Wilmer Flores,Wilmer Flores,10000015,Wilmer Flores,455617.0,7,8270566.0,http://cdn.usatsimg.com/api/download/?imageID=15783584,http://cdn.usatsimg.com/api/download/?imageID=15783590,2021-03-23T20:30:33,2021-03-23T20:31:03
10000889,,Minors,15,SF,,P,SP,431148.0,Scott,Kazmir,L,L,72.0,185.0,1984-01-24T00:00:00,Houston,TX,USA,Cypress Falls (TX),None,2004-08-23T00:00:00,17666667.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000889.png,421311da-1096-454a-b98e-bf47070d1b8f,3831.0,7259.0,100278.0,202800.0,42180.0,3143.0,Scrambled,Scrambled,,Scrambled,5624.0,202800.0,7292.0,62967.0,Scott Kazmir,Scott Kazmir,Scott Kazmir,10000015,Scott Kazmir,1270843.0,12,8270578.0,http://cdn.usatsimg.com/api/download/?imageID=10683342,http://cdn.usatsimg.com/api/download/?imageID=11191311,2018-03-06T23:01:18,2018-09-05T17:05:13
10000958,,Active,15,SF,33.0,IF,1B,573131.0,Darin,Ruf,R,R,75.0,250.0,1986-07-28T00:00:00,Omaha,NE,USA,,Creighton,2012-09-14T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000958.png,0bedcf07-bdf5-4740-b9d1-ae2cbc95bab2,7195.0,12643.0,100052.0,502060.0,106138.0,7872.0,Scrambled,Scrambled,2021-06-21T00:00:00,Scrambled,14000.0,502060.0,9279.0,62967.0,Darin Ruf,Darin Ruf,Darin Ruf,10000015,Darin Ruf,502060.0,5,8270598.0,http://cdn.usatsimg.com/api/download/?imageID=15783695,http://cdn.usatsimg.com/api/download/?imageID=15783696,2021-03-23T20:44:23,2021-03-23T20:44:55
10000987,,Active,15,SF,56.0,P,RP,453265.0,Tony,Watson,L,L,75.0,218.0,1985-05-30T00:00:00,Sioux City,IA,USA,,Nebraska,2011-06-08T00:00:00,5600000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10000987.png,8db68afa-8afd-404a-9e53-56ee8ff8e753,6552.0,10716.0,100622.0,327785.0,105530.0,8498.0,Scrambled,Scrambled,2021-05-09T00:00:00,Scrambled,13192.0,327785.0,8958.0,,Tony Watson,Tony Watson,Tony Watson,10000015,Tony Watson,327785.0,9,8273914.0,http://cdn.usatsimg.com/api/download/?imageID=15797653,http://cdn.usatsimg.com/api/download/?imageID=15797658,2021-03-26T10:41:50,2021-03-26T10:41:59
10001024,,Minors,15,SF,68.0,P,SP,543391.0,Casey,Kelly,R,R,75.0,215.0,1989-10-04T00:00:00,Sarasota,FL,USA,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001024.png,411f930b-e398-4782-ac17-0008f8ceb011,5583.0,10474.0,100275.0,454391.0,105540.0,7619.0,Scrambled,Scrambled,,Scrambled,12939.0,454391.0,8867.0,62967.0,Casey Kelly,Casey Kelly,Casey Kelly,10000015,Casey Kelly,1262134.0,4,,,,,
10001068,,Active,15,SF,52.0,P,RP,608678.0,Dominic,Leone,R,R,71.0,210.0,1991-10-26T00:00:00,Norwich,CT,USA,,Clemson,2014-04-06T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001068.png,8968ebe3-c396-47f1-b348-dc7499172867,,13138.0,100603.0,621519.0,114638.0,10035.0,Scrambled,Scrambled,,Scrambled,52877.0,621519.0,9666.0,62967.0,Dominic Leone,Dominic Leone,Dominic Leone,10000015,Dominic Leone,621519.0,6,8270581.0,http://cdn.usatsimg.com/api/download/?imageID=15783702,http://cdn.usatsimg.com/api/download/?imageID=15783705,2021-03-23T20:46:33,2021-03-23T20:46:57
10001099,,Minors,15,SF,39.0,OF,RF,448605.0,Justin,Ruggiano,R,R,73.0,210.0,1982-04-12T00:00:00,Austin,TX,USA,,Texas A&M,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001099.png,f183df03-40ae-4184-9a8f-1fdaf0abc379,4492.0,9245.0,101049.0,254589.0,43293.0,6834.0,Scrambled,Scrambled,,Scrambled,10007.0,254589.0,8145.0,62967.0,Justin Ruggiano,Justin Ruggiano,Justin Ruggiano,10000015,Justin Ruggiano,872658.0,9,,,,,
10001106,,Minors,15,SF,18.0,P,SP,430912.0,Matt,Cain,R,R,75.0,230.0,1984-10-01T00:00:00,Dothan,AL,USA,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001106.png,a9dfa1f9-c5d3-449a-8c40-52f646efb498,357.0,7475.0,100743.0,202716.0,42560.0,5019.0,Scrambled,Scrambled,,Scrambled,5789.0,202716.0,7495.0,62967.0,Matt Cain,Matt Cain,Matt Cain,10000015,Matt Cain,871809.0,13,7229.0,http://cdn.usatsimg.com/api/download/?imageID=9204056,http://cdn.usatsimg.com/api/download/?imageID=11120205,,
10001111,,Minors,15,SF,80.0,P,SP,518790.0,Chris,Heston,R,R,75.0,195.0,1988-04-10T00:00:00,Palm Bay,FL,USA,,East Carolina,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001111.png,97cb5dae-65bd-4899-bae3-68b3fddc066f,7131.0,12441.0,100665.0,455543.0,105217.0,9372.0,Scrambled,Scrambled,,Scrambled,38172.0,455543.0,9833.0,62967.0,Chris Heston,Chris Heston,Chris Heston,10000015,Chris Heston,1261589.0,4,,,,,
10001122,,Minors,15,SF,32.0,P,RP,285064.0,Ryan,Vogelsong,R,R,76.0,215.0,1977-07-22T00:00:00,Charlotte,NC,USA,,Kutztown,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001122.png,ad484ec7-057c-48ea-8f1b-55aa0abdbb83,3118.0,6594.0,101421.0,8669.0,41099.0,2486.0,Scrambled,Scrambled,,Scrambled,13176.0,8669.0,6571.0,62967.0,Ryan Vogelsong,Ryan Vogelsong,Ryan Vogelsong,10000015,,,12,,,,,
10001123,,Active,15,SF,28.0,IF,C,457763.0,Buster,Posey,R,R,73.0,210.0,1987-03-27T00:00:00,Leesburg,GA,USA,,Florida State,2009-09-11T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001123.png,898c62b6-95bf-4973-a435-c6cb42a52158,5389.0,10426.0,100604.0,454353.0,43876.0,8034.0,Scrambled,Scrambled,,Scrambled,6292.0,454353.0,8578.0,62967.0,Buster Posey,Buster Posey,Buster Posey,10000015,Buster Posey,454353.0,11,8270594.0,http://cdn.usatsimg.com/api/download/?imageID=15783511,http://cdn.usatsimg.com/api/download/?imageID=15783514,2021-03-23T20:21:28,2021-03-23T20:21:55
10001129,,10 Day Injury List,15,SF,9.0,IF,1B,474832.0,Brandon,Belt,L,L,76.0,235.0,1988-04-20T00:00:00,Nacogdoches,TX,USA,,Texas,2011-03-31T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001129.png,36ee970b-0cff-4d50-b8ac-9bd16fae2dd1,6360.0,11095.0,100229.0,327177.0,104290.0,7999.0,Scrambled,Scrambled,2021-07-31T00:00:00,Scrambled,12900.0,327177.0,8795.0,62967.0,Brandon Belt,Brandon Belt,Brandon Belt,10000015,Brandon Belt,327177.0,9,8270550.0,http://cdn.usatsimg.com/api/download/?imageID=15824657,http://cdn.usatsimg.com/api/download/?imageID=15824656,2021-03-31T12:57:49,2021-03-31T12:57:44
10001130,,Active,15,SF,35.0,IF,SS,543063.0,Brandon,Crawford,L,R,74.0,227.0,1987-01-21T00:00:00,Mountain View,CA,USA,,UCLA,2011-05-27T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001130.png,d456e10f-20e9-44c2-a15a-6c66951e5afe,5012.0,10493.0,100924.0,454517.0,104867.0,6369.0,Scrambled,Scrambled,2021-07-29T00:00:00,Scrambled,12961.0,454517.0,8945.0,62967.0,Brandon Crawford,Brandon Crawford,Brandon Crawford,10000015,Brandon Crawford,454517.0,9,8270557.0,http://cdn.usatsimg.com/api/download/?imageID=15783754,http://cdn.usatsimg.com/api/download/?imageID=15783758,2021-03-23T20:54:53,2021-03-23T20:55:58
10001193,,Minors,15,SF,,P,RP,523848.0,Jose,Dominguez,R,R,72.0,200.0,1990-08-07T00:00:00,San Pedro de Macoris,,Dominican Republic,,,,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001193.png,4f6b9def-ee0f-4c73-9502-f9c3c97351f4,,13134.0,100333.0,394393.0,116108.0,10597.0,Scrambled,Scrambled,,Scrambled,40212.0,394393.0,9448.0,62967.0,Jose Dominguez,JosÃ© DomÃ­nguez,JosÃ© DomÃ­nguez,10000015,José Domínguez,645427.0,4,,,,,
10001200,,Active,15,SF,17.0,P,RP,459429.0,Jake,McGee,L,L,76.0,229.0,1986-08-06T00:00:00,San Jose,CA,USA,Edward C. Reed (NV),None,2010-09-14T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001200.png,40b8f221-0229-4682-a77f-7b8a7a8fd855,4703.0,9452.0,100272.0,253298.0,43654.0,4776.0,Scrambled,Scrambled,,Scrambled,12594.0,253298.0,8176.0,,Jake McGee,Jake McGee,Jake McGee,10000015,Jake McGee,253298.0,10,8270588.0,http://cdn.usatsimg.com/api/download/?imageID=15783750,http://cdn.usatsimg.com/api/download/?imageID=15783753,2021-03-23T20:54:02,2021-03-23T20:54:26
10001209,,Active,15,SF,2.0,IF,C,592200.0,Curt,Casali,R,R,74.0,220.0,1988-11-09T00:00:00,Walnut Creek,CA,USA,,Vanderbilt,2014-07-18T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001209.png,a0edb8cf-2821-4107-bb92-9d5715f9ee2c,7933.0,13350.0,100704.0,545020.0,114026.0,9680.0,Scrambled,Scrambled,,Scrambled,17012.0,545020.0,9766.0,,Curt Casali,Curt Casali,Curt Casali,10000015,Curt Casali,545020.0,6,8270555.0,http://cdn.usatsimg.com/api/download/?imageID=15783417,http://cdn.usatsimg.com/api/download/?imageID=15783431,2021-03-23T20:09:33,2021-03-23T20:10:09
10001222,,60 Day Injury List,15,SF,10.0,IF,3B,446334.0,Evan,Longoria,R,R,73.0,215.0,1985-10-07T00:00:00,Downey,CA,USA,,Long Beach State,2008-04-12T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001222.png,8d6f801e-7f89-4a81-81ec-072f72604c8e,4412.0,9274.0,100619.0,326460.0,43468.0,6226.0,Scrambled,Scrambled,2021-08-01T00:00:00,Scrambled,5607.0,326460.0,7914.0,62967.0,Evan Longoria,Evan Longoria,Evan Longoria,10000015,Evan Longoria,326460.0,12,8270584.0,http://cdn.usatsimg.com/api/download/?imageID=15783777,http://cdn.usatsimg.com/api/download/?imageID=15783779,2021-03-23T20:57:23,2021-03-23T20:57:57
10001223,,Minors,15,SF,,OF,RF,446386.0,Brandon,Guyer,R,R,74.0,210.0,1986-01-28T00:00:00,West Chester,PA,USA,,Virginia,2011-05-06T00:00:00,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001223.png,4ee996fd-198e-4cea-87ce-97d9fd014055,5441.0,9977.0,100330.0,389915.0,106960.0,9036.0,Scrambled,Scrambled,,Scrambled,12989.0,389915.0,8924.0,62967.0,Brandon Guyer,Brandon Guyer,Brandon Guyer,10000015,Brandon Guyer,389915.0,7,5816718.0,http://cdn.usatsimg.com/api/download/?imageID=12212410,http://cdn.usatsimg.com/api/download/?imageID=12381359,2019-02-22T15:20:24,2019-03-20T10:39:51
10001289,,Minors,15,SF,31.0,P,SP,475138.0,Kyle,Drabek,R,R,74.0,212.0,1987-12-08T00:00:00,Victoria,TX,USA,,,,518200.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/mlb/low-res/10001289.png,99a8e369-26d2-417e-93f3-5621a605a828,,9281.0,100674.0,326480.0,106399.0,6746.0,Scrambled,Scrambled,,Scrambled,12591.0,326480.0,8656.0,62967.0,Kyle Drabek,Kyle Drabek,,10000015,,,7,,,,,
